ID,STID,TYPE,KEY,NLEVELS,CONTENTNAME,GRADE,DOK,CONTENT,SUBCONTENT,PVAL,PBIS,FORMAT
243141,44760,MC,B,2,4-4: REASONING & EVA,4,3,1,4,0.262483131,0.448304955,EBSR:
242116,44760,MC,B,2,5-4: ANALYSIS WITHIN,4,4,1,5,0.241773963,0.406845362,SR MU
241806,44760,MC,B,2,7-4: LANGUAGE USE: D,4,2,1,7,0.652162752,0.34950372,SR SI
241946,44760,MC,C,2,5-4: ANALYSIS WITHIN,4,4,1,5,0.180740741,0.355847529,EBSR:
243246,44762,MC,C,2,2-5: CENTRAL IDEAS:,5,2,1,2,0.49296341,0.530357019,EBSR:
243167,44762,CR,0,3,2-5: CENTRAL IDEAS:,5,3,1,2,0.108225108,0.39440517,SHORT
243247,44762,MC,B,2,3-5: WORD MEANINGS:,5,2,1,3,0.396336207,0.247670106,SR SI
243100,44762,CR,0,3,4-5: REASONING & EVI,5,3,1,4,0.28813237,0.607356403,SHORT
243248,44762,MC,B,2,6-5: TEXT STRUCTURES,5,2,1,6,0.807422267,0.491873613,SR SI
243168,44762,MC,E,2,6-5: TEXT STRUCTURES,5,2,1,6,0.034414295,0.155419817,SR MU
242996,44762,MC,D,2,1-5: KEY DETAILS: US,5,2,1,1,0.160629582,-0.135926295,SR SI
242421,44762,MC,C,2,5-5: ANALYSIS WITHIN,5,3,1,5,0.290806754,0.547460407,SR MU
241809,44762,MC,HT,2,5-5: ANALYSIS WITHIN,5,3,1,5,0.046904315,0.137398838,HOT T
242001,44762,MC,C,2,7-5: LANGUAGE USE: I,5,3,1,7,0.461904762,0.336346615,SR SI
241898,44762,MC,C,2,7-5: LANGUAGE USE: I,5,2,1,7,0.309852876,0.41992893,SR MU
244228,44765,MC,C,2,9-4: CENTRAL IDEAS:,4,2,2,9,0.340425532,0.347289243,SR SI
244232,44765,CR,0,3,11-4: REASONING & EV,4,3,2,11,0.129654554,0.437573954,SHORT
243979,44765,MC,E,2,13-4: TEXT STRUCTURE,4,3,2,13,0.21381579,0.425569205,SR MU
244236,44765,MC,HT,2,10-4: WORD MEANINGS:,4,2,2,10,0.456875,0.404644307,HOT T
243786,44765,MC,HT,2,10-4: WORD MEANINGS:,4,1,2,10,0.317936615,0.299663795,HOT T
242074,44765,MC,HT,2,12-4: ANALYSIS WITHI,4,4,2,12,0.184184184,0.306331074,HOT T
241935,44765,MC,B,2,12-4: ANALYSIS WITHI,4,4,2,12,0.490134995,0.456869077,SR MU
242076,44765,MC,D,2,14-4: LANGUAGE USE:,4,3,2,14,0.423076923,0.346460467,SR SI
241813,44765,MC,B,2,14-4: LANGUAGE USE:,4,3,2,14,0.549190536,0.506022937,SR SI
242078,44765,MC,D,2,12-4: ANALYSIS WITHI,4,3,2,12,0.024169184,0.202770311,EBSR:
241937,44765,MC,A,2,14-4: LANGUAGE USE:,4,3,2,14,0.12042503,0.327151169,SR MU
244481,44772,MC,HT,2,8-5: KEY DETAILS: US,5,2,2,8,0.100821509,0.087001132,HOT T
244338,44772,CR,0,3,9-5: CENTRAL IDEAS:,5,3,2,9,0.074458484,0.333338189,SHORT
244483,44772,CR,0,3,11-5: REASONING & EV,5,3,2,11,0.114610222,0.478555346,SHORT
244386,44772,MC,HT,2,11-5: REASONING & EV,5,3,2,11,0.205408886,0.456176833,HOT T
244485,44772,MC,B,2,12-5: ANALYSIS WITHI,5,4,2,12,0.52728513,0.424203023,SR SI
244300,44772,MC,C,2,12-5: ANALYSIS WITHI,5,4,2,12,0.212363636,0.407482946,SR MU
244487,44772,MC,E,2,13-5: TEXT STRUCTURE,5,3,2,13,0.125,0.340356338,SR MU
244387,44772,MC,C,2,13-5: TEXT STRUCTURE,5,2,2,13,0.637569327,0.463498702,SR SI
244489,44772,MC,C,2,14-5: LANGUAGE USE:,5,3,2,14,0.432432432,0.306966382,SR SI
244340,44772,MC,D,2,14-5: LANGUAGE USE:,5,2,2,14,0.211710622,0.346434158,SR MU
241827,44772,MC,C,2,8-5: KEY DETAILS: US,5,1,2,8,0.25453629,0.481337295,SR MU
243370,44774,MC,A,2,1-5: KEY DETAILS: US,5,2,1,1,0.773296245,0.515857637,SR SI
243553,44774,MC,HT,2,1-5: KEY DETAILS: US,5,2,1,1,0.396663577,0.469139452,HOT T
243449,44774,CR,0,3,2-5: CENTRAL IDEAS:,5,2,1,2,0.212828771,0.33802261,SHORT
243555,44774,MC,A,2,3-5: WORD MEANINGS:,5,2,1,3,0.750349977,0.497978562,SR SI
243397,44774,MC,C,2,3-5: WORD MEANINGS:,5,2,1,3,0.821445221,0.519315021,SR SI
243557,44774,CR,0,3,4-5: REASONING & EVI,5,3,1,4,0.325858779,0.559509916,SHORT
243558,44774,MC,B,2,6-5: TEXT STRUCTURES,5,2,1,6,0.68956554,0.472379542,SR SI
243358,44774,MC,B,2,6-5: TEXT STRUCTURES,5,3,1,6,0.494949495,0.232962718,SR SI
243560,44774,MC,HT,2,4-5: REASONING & EVI,5,3,1,4,0.312107248,0.426595157,HOT T
242075,44774,MC,HT,2,5-5: ANALYSIS WITHIN,5,3,1,5,0.340388007,0.510751038,HOT T
241830,44774,MC,B,2,7-5: LANGUAGE USE: I,5,3,1,7,0.495454546,0.313445543,SR SI
244401,44781,CR,0,3,11-4: REASONING & EV,4,3,2,11,0.042866283,0.324977458,SHORT
244518,44781,MC,A,2,11-4: REASONING & EV,4,3,2,11,0.428429424,0.414397617,EBSR:
244195,44781,CR,0,3,9-4: CENTRAL IDEAS:,4,3,2,9,0.094368341,0.414665435,SHORT
244083,44781,MC,C,2,10-4: WORD MEANINGS:,4,1,2,10,0.481236203,0.346425157,SR SI
244199,44781,MC,A,2,13-4: TEXT STRUCTURE,4,2,2,13,0.057573074,0.244765189,SR MU
244027,44781,MC,B,2,13-4: TEXT STRUCTURE,4,3,2,13,0.598630137,0.406874022,SR SI
241991,44781,MC,D,2,14-4: LANGUAGE USE:,4,3,2,14,0.495584416,0.508887752,SR SI
241845,44781,MC,B,2,12-4: ANALYSIS WITHI,4,3,2,12,0.119818653,0.324046289,EBSR:
243071,44786,CR,0,3,2-4: CENTRAL IDEAS:,4,3,1,2,0.073736537,0.371204165,SHORT
242799,44786,MC,D,2,2-4: CENTRAL IDEAS:,4,2,1,2,0.849863512,0.521368058,SR SI
242934,44786,MC,D,2,3-4: WORD MEANINGS:,4,1,1,3,0.566340607,0.63631204,SR SI
242849,44786,CR,0,3,4-4: REASONING & EVA,4,3,1,4,0.110172384,0.398999067,SHORT
242949,44786,MC,HT,2,4-4: REASONING & EVA,4,3,1,4,0.205389658,0.50600339,HOT T
242880,44786,MC,HT,2,3-4: WORD MEANINGS:,4,2,1,3,0.475101785,0.588342513,HOT T
243000,44786,MC,A,2,6-4: TEXT STRUCTURES,4,3,1,6,0.273121387,0.066982905,SR SI
242819,44786,MC,B,2,6-4: TEXT STRUCTURES,4,2,1,6,0.403260289,0.261988379,SR SI
241853,44786,MC,D,2,5-4: ANALYSIS WITHIN,4,3,1,5,0.680144218,0.546266623,SR SI
242026,44786,MC,B,2,7-4: LANGUAGE USE: D,4,2,1,7,0.704584775,0.509279047,SR SI
241910,44786,MC,B,2,7-4: LANGUAGE USE: D,4,2,1,7,0.395971716,0.232667613,SR SI
243579,44790,MC,D,2,1-4: KEY DETAILS: US,4,2,1,1,0.554455446,0.453601422,SR SI
243374,44790,MC,B,2,6-4: TEXT STRUCTURES,4,2,1,6,0.421917808,0.325672768,SR SI
243580,44790,MC,A,2,3-4: WORD MEANINGS:,4,2,1,3,0.64448052,0.405590212,SR SI
243483,44790,MC,HT,2,2-4: CENTRAL IDEAS:,4,2,1,2,0.541818182,0.504598859,HOT T
243620,44790,MC,B,2,2-4: CENTRAL IDEAS:,4,2,1,2,0.570110701,0.392305563,SR SI
241858,44790,MC,B,2,7-4: LANGUAGE USE: D,4,2,1,7,0.6241033,0.19633933,SR SI
243249,44806,MC,B,2,2-4: CENTRAL IDEAS:,4,2,1,2,0.110080504,0.273458907,EBSR:
243128,44806,MC,D,2,6-4: TEXT STRUCTURES,4,2,1,6,0.467080317,0.470105417,SR SI
243250,44806,MC,B,2,4-4: REASONING & EVA,4,3,1,4,0.249340369,0.365983347,EBSR:
243169,44806,MC,D,2,2-4: CENTRAL IDEAS:,4,2,1,2,0.383535194,0.260098457,SR SI
243302,44806,MC,A,2,3-4: WORD MEANINGS:,4,1,1,3,0.657173371,0.567026429,SR SI
242968,44806,MC,HT,2,1-4: KEY DETAILS: US,4,2,1,1,0.411786929,0.42661285,HOT T
242826,44806,MC,HT,2,4-4: REASONING & EVA,4,3,1,4,0.149876684,0.375865046,HOT T
241914,44806,MC,A,2,5-4: ANALYSIS WITHIN,4,3,1,5,0.455670103,0.255891743,SR SI
244336,44809,MC,B,2,8-5: KEY DETAILS: US,5,1,2,8,0.354986877,0.178350741,SR SI
244476,44809,MC,E,2,9-5: CENTRAL IDEAS:,5,2,2,9,0.056810704,0.166018575,SR MU
244382,44809,MC,B,2,10-5: WORD MEANINGS:,5,1,2,10,0.127734033,0.268004653,SR MU
244478,44809,CR,0,3,11-5: REASONING & EV,5,3,2,11,0.055179283,0.326594402,SHORT
244479,44809,MC,D,2,12-5: ANALYSIS WITHI,5,4,2,12,0.131730769,0.359737873,EBSR:
244384,44809,MC,C,2,13-5: TEXT STRUCTURE,5,3,2,13,0.366601435,0.28374697,SR SI
244194,44809,MC,B,2,13-5: TEXT STRUCTURE,5,3,2,13,0.009204471,0.024943081,SR MU
244257,44809,CR,0,3,9-5: CENTRAL IDEAS:,5,3,2,9,0.098898348,0.459876941,SHORT
241924,44809,MC,B,2,14-5: LANGUAGE USE:,5,3,2,14,0.576696165,0.466275106,SR SI
242053,44809,MC,B,2,14-5: LANGUAGE USE:,5,3,2,14,0.140453548,0.396294671,SR MU
246154,44812,MC,D,2,1-4: KEY DETAILS: US,4,2,1,1,0.207433451,0.437104603,SR MU
245965,44812,MC,B,2,1-4: KEY DETAILS: US,4,1,1,1,0.645938375,0.495652252,SR SI
246155,44812,CR,0,3,2-4: CENTRAL IDEAS:,4,3,1,2,0.134366925,0.436643861,SHORT
246031,44812,MC,B,2,2-4: CENTRAL IDEAS:,4,2,1,2,0.483870968,0.640235606,EBSR:
245935,44812,MC,A,2,6-4: TEXT STRUCTURES,4,3,1,6,0.620087336,0.402010499,SR SI
246159,44812,MC,A,2,6-4: TEXT STRUCTURES,4,3,1,6,0.107623318,0.272048851,SR MU
245689,44812,MC,A,2,3-4: WORD MEANINGS:,4,2,1,3,0.463731866,0.509550214,SR MU
245791,44812,CR,0,3,4-4: REASONING & EVA,4,3,1,4,0.14893617,0.500318858,SHORT
243431,44812,MC,HT,2,4-4: REASONING & EVA,4,3,1,4,0.277777778,0.447359156,HOT T
242067,44812,MC,HT,2,5-4: ANALYSIS WITHIN,4,4,1,5,0.004889976,-0.02703097,HOT T
241932,44812,MC,C,2,7-4: LANGUAGE USE: D,4,3,1,7,0.272727273,-0.021399954,SR SI
244332,44813,MC,C,2,8-5: KEY DETAILS: US,5,2,2,8,0.341071638,0.41782995,SR SI
244463,44813,MC,A,2,9-5: CENTRAL IDEAS:,5,2,2,9,0.188434896,0.300628685,SR MU
244378,44813,MC,C,2,11-5: REASONING & EV,5,3,2,11,0.295663412,0.489259434,EBSR:
244469,44813,MC,HT,2,12-5: ANALYSIS WITHI,5,4,2,12,0.08135169,0.341435628,HOT T
244311,44813,MC,B,2,9-5: CENTRAL IDEAS:,5,2,2,9,0.110899046,0.008877789,SR MU
244496,44813,MC,B,2,13-5: TEXT STRUCTURE,5,3,2,13,0.053050398,0.107191622,SR MU
244533,44813,CR,0,3,11-5: REASONING & EV,5,3,2,11,0.065100087,0.395365552,SHORT
244351,44813,CR,0,3,11-5: REASONING & EV,5,3,2,11,0.093104063,0.417213014,SHORT
244535,44813,MC,C,2,10-5: WORD MEANINGS:,5,2,2,10,0.658806717,0.441250709,SR SI
244409,44813,MC,D,2,10-5: WORD MEANINGS:,5,2,2,10,0.396651982,0.438117203,SR MU
241938,44813,MC,D,2,14-5: LANGUAGE USE:,5,2,2,14,0.46400187,0.515638424,SR SI
243306,44815,MC,B,2,2-5: CENTRAL IDEAS:,5,2,1,2,0.379220214,0.232958549,SR SI
243116,44815,MC,HT,2,1-5: KEY DETAILS: US,5,2,1,1,0.375,0.335613461,HOT T
242836,44815,MC,D,2,4-5: REASONING & EVI,5,3,1,4,0.347900895,0.537429272,EBSR:
242098,44815,MC,B,2,5-5: ANALYSIS WITHIN,5,3,1,5,0.466549296,0.270994094,SR MU
241948,44815,MC,D,2,7-5: LANGUAGE USE: I,5,2,1,7,0.613445378,0.525275739,SR SI
243573,44815,MC,D,2,2-5: CENTRAL IDEAS:,5,2,1,2,0.441202282,0.434080851,SR SI
243359,44815,MC,D,2,6-5: TEXT STRUCTURES,5,2,1,6,0.304828389,0.421770917,SR MU
243574,44815,MC,C,2,3-5: WORD MEANINGS:,5,2,1,3,0.746183206,0.419768054,SR SI
243039,44815,MC,HT,2,4-5: REASONING & EVI,5,3,1,4,0.129299289,0.344138407,HOT T
244390,44820,MC,D,2,9-5: CENTRAL IDEAS:,5,2,2,9,0.438786566,0.582661316,EBSR:
244497,44820,MC,B,2,11-5: REASONING & EV,5,3,2,11,0.14848144,0.302097329,EBSR:
244630,44820,MC,D,2,11-5: REASONING & EV,5,3,2,11,0.256719693,0.472490317,EBSR:
244504,44820,MC,HT,2,11-5: REASONING & EV,5,3,2,11,0.126582279,0.346682595,HOT T
244396,44820,MC,A,2,8-5: KEY DETAILS: US,5,1,2,8,0.392130258,0.241733921,SR SI
244511,44820,MC,B,2,13-5: TEXT STRUCTURE,5,2,2,13,0.217102348,-0.143365473,SR SI
241993,44820,MC,A,2,14-5: LANGUAGE USE:,5,2,2,14,0.149977548,0.264969893,SR MU
244160,44824,MC,A,2,12-5: ANALYSIS WITHI,5,4,2,12,0.067474048,0.128613131,SR MU
243653,44824,MC,A,2,12-5: ANALYSIS WITHI,5,3,2,12,0.20683112,0.33066669,EBSR:
243915,44824,MC,B,2,13-5: TEXT STRUCTURE,5,3,2,13,0.489001692,0.297930379,SR SI
242049,44824,MC,B,2,14-5: LANGUAGE USE:,5,3,2,14,0.06056338,0.087693339,SR MU
244064,44824,MC,C,2,9-5: CENTRAL IDEAS:,5,2,2,9,0.43266391,0.295170626,SR SI
244159,44824,MC,HT,2,10-5: WORD MEANINGS:,5,1,2,10,0.69043152,0.593550133,HOT T
244017,44824,MC,D,2,11-5: REASONING & EV,5,3,2,11,0.209564423,0.451129866,EBSR:
243875,44824,MC,HT,2,8-5: KEY DETAILS: US,5,2,2,8,0.313854235,0.485851795,HOT T
243251,44833,MC,D,2,2-5: CENTRAL IDEAS:,5,2,1,2,0.679558011,0.508272446,SR SI
243105,44833,MC,A,2,6-5: TEXT STRUCTURES,5,2,1,6,0.106467662,0.044960054,SR MU
243252,44833,MC,B,2,2-5: CENTRAL IDEAS:,5,2,1,2,0.622442244,0.645877622,EBSR:
243170,44833,MC,A,2,4-5: REASONING & EVI,5,3,1,4,0.283010157,0.42252408,EBSR:
243006,44833,MC,A,2,6-5: TEXT STRUCTURES,5,2,1,6,0.140214216,0.331228884,SR MU
242100,44833,MC,B,2,5-5: ANALYSIS WITHIN,5,3,1,5,0.84063745,0.402693909,SR SI
244470,44836,MC,A,2,2-4: CENTRAL IDEAS:,4,2,1,2,0.124860647,0.273383675,SR MU
242109,44836,MC,A,2,7-4: LANGUAGE USE: D,4,3,1,7,0.259423503,-0.083425376,SR SI
244468,44836,MC,C,2,1-4: KEY DETAILS: US,4,1,1,1,0.378993905,0.602538346,SR MU
244335,44836,MC,B,2,2-4: CENTRAL IDEAS:,4,2,1,2,0.560953462,0.503907854,SR SI
244379,44836,MC,D,2,3-4: WORD MEANINGS:,4,1,1,3,0.296024259,0.266533868,SR SI
244472,44836,MC,A,2,4-4: REASONING & EVA,4,3,1,4,0.246274668,0.384699597,EBSR:
243171,44852,MC,C,2,4-5: REASONING & EVI,5,3,1,4,0.455329637,0.530435577,EBSR:
243257,44852,MC,D,2,2-5: CENTRAL IDEAS:,5,2,1,2,0.223203769,0.386726371,EBSR:
243130,44852,MC,D,2,3-5: WORD MEANINGS:,5,1,1,3,0.646363972,0.556576552,SR SI
243261,44852,MC,B,2,6-5: TEXT STRUCTURES,5,2,1,6,0.655643958,0.496157296,SR SI
243174,44852,MC,C,2,7-5: LANGUAGE USE: I,5,2,1,7,0.195505075,-0.016321132,SR SI
242148,44852,MC,A,2,5-5: ANALYSIS WITHIN,5,3,1,5,0.25,0.32216043,SR MU
243234,44866,MC,A,2,1-5: KEY DETAILS: US,5,1,1,1,0.576301616,0.415627795,SR SI
243099,44866,MC,HT,2,2-5: CENTRAL IDEAS:,5,2,1,2,0.498538487,0.283475197,HOT T
243238,44866,MC,C,2,2-5: CENTRAL IDEAS:,5,2,1,2,0.510381458,0.390990955,SR SI
243164,44866,MC,C,2,4-5: REASONING & EVI,5,3,1,4,0.44372442,0.570257358,EBSR:
243241,44866,MC,HT,2,4-5: REASONING & EVI,5,3,1,4,0.401577446,0.546240106,HOT T
243126,44866,MC,B,2,5-5: ANALYSIS WITHIN,5,3,1,5,0.722222222,0.393293709,SR SI
243244,44866,MC,D,2,6-5: TEXT STRUCTURES,5,2,1,6,0.147793363,0.329015301,SR MU
242168,44866,MC,D,2,3-5: WORD MEANINGS:,5,1,1,3,0.689804052,0.236471608,SR SI
242296,44866,MC,D,2,7-5: LANGUAGE USE: I,5,2,1,7,0.523463078,0.417702775,SR SI
243590,44867,MC,C,2,1-5: KEY DETAILS: US,5,2,1,1,0.313059034,0.101653505,SR SI
243376,44867,MC,HT,2,2-5: CENTRAL IDEAS:,5,2,1,2,0.279759738,0.134278067,SR SI
243591,44867,MC,D,2,2-5: CENTRAL IDEAS:,5,2,1,2,0.27965021,0.147238909,SR SI
243471,44867,MC,HT,2,3-5: WORD MEANINGS:,5,2,1,3,0.560477002,0.44087205,HOT T
243593,44867,MC,C,2,4-5: REASONING & EVI,5,3,1,4,0.577310924,0.575694653,EBSR:
243407,44867,MC,B,2,4-5: REASONING & EVI,5,3,1,4,0.417158516,0.477724192,EBSR:
243595,44867,MC,C,2,6-5: TEXT STRUCTURES,5,3,1,6,0.421052632,0.202413922,SR SI
242170,44867,MC,B,2,5-5: ANALYSIS WITHIN,5,3,1,5,0.228205128,-0.119486395,SR SI
243752,44887,MC,HT,2,1-4: KEY DETAILS: US,4,2,1,1,0.05468259,0.181832068,HOT T
243866,44887,MC,A,2,1-4: KEY DETAILS: US,4,2,1,1,0.470864662,0.358158447,SR SI
243493,44887,CR,0,3,2-4: CENTRAL IDEAS:,4,3,1,2,0.123381569,0.487547596,SHORT
243639,44887,MC,C,2,2-4: CENTRAL IDEAS:,4,2,1,2,0.39245895,0.359058249,SR SI
243351,44887,MC,HT,2,3-4: WORD MEANINGS:,4,2,1,3,0.541691662,0.416082132,HOT T
243496,44887,MC,C,2,7-4: LANGUAGE USE: D,4,2,1,7,0.145958987,0.426205942,SR MU
243420,44887,CR,0,3,4-4: REASONING & EVA,4,3,1,4,0.143274221,0.341814387,SHORT
243498,44887,MC,A,2,6-4: TEXT STRUCTURES,4,2,1,6,0.40295858,0.119613166,SR SI
243030,44887,MC,A,2,4-4: REASONING & EVA,4,3,1,4,0.270758123,0.332861867,EBSR:
242294,44887,MC,A,2,7-4: LANGUAGE USE: D,4,3,1,7,0.476923077,0.295548564,SR SI
242212,44887,MC,B,2,7-4: LANGUAGE USE: D,4,3,1,7,0.341269841,0.497109881,SR MU
243507,44899,MC,C,2,9-5: CENTRAL IDEAS:,5,2,2,9,0.479264214,0.366397764,SR SI
243386,44899,MC,HT,2,9-5: CENTRAL IDEAS:,5,2,2,9,0.366778524,0.50822545,HOT T
243512,44899,MC,C,2,11-5: REASONING & EV,5,3,2,11,0.327496511,0.370354854,EBSR:
243429,44899,MC,C,2,11-5: REASONING & EV,5,3,2,11,0.217132734,0.375391852,EBSR:
243519,44899,MC,B,2,12-5: ANALYSIS WITHI,5,4,2,12,0.10923277,0.255176666,SR MU
242369,44899,MC,B,2,14-5: LANGUAGE USE:,5,2,2,14,0.154646325,0.329034919,SR MU
242274,44899,MC,D,2,14-5: LANGUAGE USE:,5,2,2,14,0.425989086,0.495640411,SR SI
243330,44904,MC,D,2,4-4: REASONING & EVA,4,3,1,4,0.18839885,0.416593425,EBSR:
242926,44904,MC,D,2,2-4: CENTRAL IDEAS:,4,2,1,2,0.20078534,0.169173164,SR SI
242953,44904,MC,B,2,4-4: REASONING & EVA,4,3,1,4,0.269640479,0.420696826,EBSR:
242828,44904,MC,D,2,3-4: WORD MEANINGS:,4,2,1,3,0.783060109,0.57225447,SR SI
242303,44904,MC,HT,2,5-4: ANALYSIS WITHIN,4,3,1,5,0.001576044,-0.004364976,HOT T
243229,44913,MC,A,2,6-4: TEXT STRUCTURES,4,2,1,6,0.011111111,0.059487162,SR MU
243132,44913,MC,C,2,1-4: KEY DETAILS: US,4,1,1,1,0.436862555,0.442771147,SR SI
243267,44913,MC,HT,2,2-4: CENTRAL IDEAS:,4,2,1,2,0.423026531,0.52415774,HOT T
243176,44913,MC,B,2,2-4: CENTRAL IDEAS:,4,2,1,2,0.340079628,0.23444731,SR SI
243268,44913,MC,C,2,3-4: WORD MEANINGS:,4,1,1,3,0.575451066,0.49664896,SR SI
